																
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
434	item207	Slow	200	Book	Misc	S35	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
435	item207	Earth Resistance	300	Book	Misc	S36	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
436	item207	Deadly Swarm	400	Book	Misc	S37	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
437	item208	Stone Skin	500	Book	Misc	S38	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
438	item208	Blades	750	Book	Misc	S39	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
439	item208	Stone to Flesh	1000	Book	Misc	S40	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
440	item210	Rock Blast	1500	Book	Misc	S41	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
441	item210	Telekinesis	2000	Book	Misc	S42	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
442	item210	Death Blossom	3000	Book	Misc	S43	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
443	item209	Mass Distortion	5000	Book	Misc	S44	1	3	15	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Earth magic skill to learn this spell.)"
444	item207	Detect Life	100	Book	Misc	S45	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
445	item207	Bless	200	Book	Misc	S46	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
446	item207	Fate	300	Book	Misc	S47	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
447	item207	Turn Undead	400	Book	Misc	S48	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
448	item208	Remove Curse	500	Book	Misc	S49	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
449	item208	Preservation	750	Book	Misc	S50	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
450	item208	Heroism	1000	Book	Misc	S51	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
451	item210	Spirit Lash	1500	Book	Misc	S52	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
452	item210	Raise Dead	2000	Book	Misc	S53	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
453	item210	Shared Life	3000	Book	Misc	S54	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
454	item209	Resurrection	5000	Book	Misc	S55	1	3	15	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.)"
455	item207	Telepathy	100	Book	Misc	S56	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
456	item207	Remove Fear	200	Book	Misc	S57	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
457	item207	Mind Resistance	300	Book	Misc	S58	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
458	item207	Mind Blast	400	Book	Misc	S59	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
459	item208	Charm	500	Book	Misc	S60	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
460	item208	Cure Paralysis	750	Book	Misc	S61	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
461	item208	Berserk	1000	Book	Misc	S62	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
462	item210	Mass Fear	1500	Book	Misc	S63	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
463	item210	Cure Insanity	2000	Book	Misc	S64	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
464	item210	Psychic Shock	3000	Book	Misc	S65	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
465	item209	Enslave	5000	Book	Misc	S66	1	3	15	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Mind magic skill to learn this spell.)"
466	item207	Cure Weakness	100	Book	Misc	S67	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
467	item207	Heal	200	Book	Misc	S68	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
468	item207	Body Resistance	300	Book	Misc	S69	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
469	item207	Harm	400	Book	Misc	S70	1	3	1	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
470	item208	Regeneration	500	Book	Misc	S71	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
471	item208	Cure Poison	750	Book	Misc	S72	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
472	item208	Hammerhands	1000	Book	Misc	S73	1	3	5	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
473	item210	Cure Disease	1500	Book	Misc	S74	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
474	item210	Protection from Magic	2000	Book	Misc	S75	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
475	item210	Flying Fist	3000	Book	Misc	S76	1	3	10	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
476	item209	Power Cure	5000	Book	Misc	S77	1	3	15	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Body magic skill to learn this spell.)"
477	item207	Light Bolt	1000	Book	Misc	S78	1	3	3	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
478	item207	Destroy Undead	1500	Book	Misc	S79	1	3	3	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
479	item207	Dispel Magic	2000	Book	Misc	S80	1	3	3	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
480	item207	Paralyze	2500	Book	Misc	S81	1	3	3	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
481	item208	Summon Wisp	3000	Book	Misc	S82	1	3	8	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
482	item208	Day of the Gods	3500	Book	Misc	S83	1	3	8	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
483	item208	Prismatic Light	4000	Book	Misc	S84	1	3	8	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
484	item210	Day of Protection	5000	Book	Misc	S85	1	3	14	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
485	item210	Hour of Power	6000	Book	Misc	S86	1	3	14	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
486	item210	Sunray	7500	Book	Misc	S87	1	3	14	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
487	item209	Divine Intervention	10000	Book	Misc	S88	1	3	19	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Light magic skill to learn this spell.)"
488	item207	Reanimate	1000	Book	Misc	S89	1	3	3	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
489	item207	Toxic Cloud	1500	Book	Misc	S90	1	3	3	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
490	item207	Vampiric Weapon	2000	Book	Misc	S91	1	3	3	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
491	item207	Shrinking Ray	2500	Book	Misc	S92	1	3	3	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
492	item208	Shrapmetal	3000	Book	Misc	S93	1	3	8	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
493	item208	Control Undead	3500	Book	Misc	S94	1	3	8	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
494	item208	Pain Reflection	4000	Book	Misc	S95	1	3	8	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
495	item210	Dark Grasp	5000	Book	Misc	S96	1	3	14	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
496	item210	Dragon Breath	6000	Book	Misc	S97	1	3	14	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
497	item210	Armageddon	7500	Book	Misc	S98	1	3	14	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
498	item209	Souldrinker	10000	Book	Misc	S99	1	3	19	Learning Book	78	0	0	0	0	"A spell book.  (To learn this spell, pick the book up and right-click over a character's portrait in the inventory screen.  Your character must know the Dark magic skill to learn this spell.)"
499	null	book 499	0	0	0	0	0	0	0	0	1	0	0	0	0	book 499
500	item235	Elsenrail	20000	Weapon	Sword	3d3	17	Artifact	20	Artifact Longsword	1	0	0	29	159	"(Accuracy +60, 20-40 points of Light damage) The Forge of Chaos was destroyed in the making of the Swords of Balance. Legend says the Blade of Light, Elsenrail, and the Blade of Dark, Glomenthal, will play major roles in the last act of the universe."
501	item296	Glomenthal	20000	Weapon	Sword	3d3	17	Artifact	20	Artifact Longsword	1	0	0	29	159	"(Might +60, 20-40 points of Dark damage) The Forge of Chaos was destroyed in the making of the Swords of Balance. Legend says the Blade of Light, Elsenrail, and the Blade of Dark, Glomenthal, will play major roles in the last act of the universe."
502	item236	Terminus	15000	Weapon	Sword	3d4	17	Artifact	20	Artifact Broadsword	3	0	0	22	141	"(Armsmaster skill +7, Air Resistance +100) As a child, before he carved his barbarian kingdom in Vori, Lars Eilief found this sword deep in an ice cave. When he died, it was set adrift with him on his funeral barge. How it ended up in Jadame is a mystery."
503	item237	Judicious Measure	20000	Weapon	Sword	2d4	16	Artifact	20	Artifact Cutlass	4	0	0	33	136	"(Endurance +40, Luck +40, Ogre Slaying) Before there was a Regnan Empire, the ancestors of the Trolls of Ironsand lived on Regna Island. With this blade and a horde of sea raiders, Hareck I ousted the Trolls and formed his pirate nation."
504	item240	Elderaxe	20000	Weapon	Axe	4d2	16	Artifact	20	Artifact Axe	7	0	0	43	129	"(Might +100, Swift, 12-24 points of Cold damage, Minotaur) When the Dark Dwarves carved the first Minotaur labyrinth into the heart of Mt. Ashenbane they forged this axe for Xaxius, the first herdmaster."
505	item241	Volcano	15000	Weapon2	Axe	3d7	19	Artifact	20	Artifact Two-Handed Axe	8	0	0	43	157	"(20-40 points of Fire damage, Fire Resistance +80) The mad artificer, Cornelius of Blackshire, built this axe for the purpose of clearing the trees around his country estate. ""A single blow will both fell a tree and render it into firewood!"" he was heard to exclaim. That he was soon found slain and the axe gone missing is proof that someone saw a better use for the tool."
506	item331	Wyrm Spitter	20000	Weapon1or2	Spear	1d9	17	Artifact	20	Artifact Spear	9	0	0	17	141	"(Endurance +60, Dragon Slaying, Swift) Arguably the best dragon hunter of all times, Sir Ryan Smedly carried this mighty spear with him on all his expeditions, claiming that with it in hand, he could best any dragon in single combat. This proved true, but nevertheless he was slain by no less than a dozen dragons who ambushed him at Shadowmarsh Pass."
507	item243	Guardian	15000	Weapon1or2	Spear	3d6	18	Artifact	20	Artifact Halberd	10	0	0	48	160	"(+20 to all attributes, 20-40 points of Body damage) The great Vampire, Korbu was known to use living men to guard his crypt during daylight hours. Compelled by a spell of enslavement, these sorry souls would walk their rounds carrying these mighty halberds. When Korbu mysteriously vanished, and the slave spell failed, a few of these weapons appeared in the larger world."
508	item239	Foulfang	20000	Weapon	Dagger	2d3	12	Artifact	20	Artifact Long Dagger	6	0	0	20	94	"(Vampiric, 20 points of Poison damage, Vampire) At the conclusion of the Vampires' War of the Chalice, Korbu exacted horrific retribution on his defeated enemy, Calden Fain. It is better for the world that knowledge of the necromantic arts which rendered Fain--body and soul--into this living blade, is lost."
509	item249	Scepter of Kings	20000	Weapon	Mace	2d4	16	Artifact	20	Artifact Mace	14	0	0	20	95	"(Personality + 80, Regenerate Hit Points) Uri Hossana, King of the Western Elves, also called ""The Drunken King,"" was deposed the day he carelessly misplaced his scepter of office while on a hunting trip. This proved to be the last blunder of an incapable ruler. His advisors relieved him of his crown and left him to fend for himself in the Howling Marsh. He was never seen again."
510	item247	Breaker	20000	Weapon	Mace	3d3	12	Artifact	20	Artifact Club	16	0	0	36	187	"(Might +30, Endurance +30, 20-40 points of Body damage) Trollish folklore is full of the fables of Sevenstrong Burlfist who with Biter, his faithful wolf companion, and his mighty club, Breaker, endlessly quested for the Silver Rose. Fables? One must wonder, if Breaker exists, then why not too, the Silver Rose?"
511	item250	Staff of the Swamp	20000	Weapon2	Staff	3d4	11	Artifact	20	Artifact Staff	17	0	0	31	113	"(of Shielding; Immune to disease, paralysis, and poison) Nemerit, an otherwise unremarkable witch of the last era, was renown for her staff artificing skill. She created a staff for every conceivable use. It is said she carried this staff on reagent collecting trips into the swamplands."
512	item245	Longseeker	20000	Missile	Bow	6d2	14	Artifact	20	Artifact Bow	12	0	0	26	101	"(Accuracy +50, Swift, Bow skill +4) Legends tell of many great archer heroes, but none greater than Brennan Morland of whom it was said once pierced a gold sovereign at 300 paces in an archery tournament. Now, holding his bow you must wonder if the legend owes more to the bow than the man."
513	item251	Serendine's Preservation	20000	Armor	Leather	3	33	Artifact	20	Artifact Leather Armor	20	0	0	0	0	"(Regenerates Spell Points, Endurance +70) A mage known as much for frailty of body as for magical prowess, Serendine of Freehaven built this armor to make the most of his strengths and the least of his weaknesses."
514	item252	Glomenmail	20000	Armor	Chain	6	44	Artifact	20	Artifact Chainmail	21	0	0	0	0	"(+20 to all statistics, +20 to all resistances, Dark Elf) Dark and Light Elven dealings have been peaceable, if uneasy, for centuries. Before that there was nothing but war. Few suits of this Dark Elven war armor have survived the ravages of time. Those that have are understandably, coveted."
515	item253	Supreme Plate	20000	Armor	Plate	18	62	Artifact	20	Artifact Plate Armor	22	0	0	0	0	"(Swift, +45 Speed, +45 Accuracy, Knight) Each grandmaster of the Blackshire Armorers' Guild creates a masterpiece suit of plate as proof of his right to hold his station. It is not unusual for a guild member to spend ten to twenty years in the creation of one of these suits."
516	item254	Eclipse	0	Shield	Shield	4	20	Artifact	20	Artifact Large Shield	23	0	0	38	73	"Quest Item: (of Spirit, of Body, of Mind, Cleric) When the First Temple of the Sun was burned in the War of Dove and Crow fought between the Sun and Moon temples, the holy altar was melted. The altar's metal was later collected and incorporated into this shield carried by Sun Priest Derico during his final deciding campaign of the war."
517	item261	Fleetfingers	20000	Gauntlets	Misc	1	2	Artifact	20	Artifact Gauntlets	30	0	0	0	0	"(+8 to Disarm Trap, Bow, and Armsmaster skills) That she would actually have a name for her gloves, is evidence of the flamboyant, if deserved, conceit of Darcie Darby--most widely known for her theft of the bejeweled Rod of Right, part of the royal regalia of Enroth."
518	item262	Herald's Boots	20000	Boots	Misc	1	11	Artifact	20	Artifact Boots	31	0	0	0	0	"(Speed + 60, Swift, Immunity to Sleep) When Jerico Ironfist secured the throne in the First War of Enrothian Succession, he sent forth heralds to spread the news. They were given pairs of these boots so the news would be spread quickly and thus soonest end widespread civil unrest."
519	item332	Ring of Planes	20000	Ring	Misc	0	0	Artifact	20	Artifact Ring	32	0	0	0	0	"(+40 to Fire, Earth, Water and Air resistances) When the cartographer Alvia Morrania went to chart the terrain of the elemental planes she went well prepared. This ring of general protection was among the many special items commissioned by the Enrothian courts in support of her expedition."
520	item256	Drogg's Helm	20000	Helm	Misc	1	14	Artifact	20	Artifact Helm	25	0	0	0	0	"(Personality +60, Intellect +60, Regenerates Hit Points) In the history of the barbarian tribes of Vori, it is rare to find a long reigning chieftain. Rarer still is one who held his position through magic rather than might. Drogg was such--a warrior mage who survived many years of rival challenges. It is said that he wore his helmet, even in sleep. Now that you possess it, you understand why."
521	item258	Crown of Final Dominion	20000	Helm	Misc	0	0	Artifact	30	Artifact Crown	27	0	0	0	0	"(Intellect +100, of Dark Magic, Lich) So named by its creator and only sovereign wearer, Mederon, the first and last Lich Emperor of Nighon. The everlasting dynasty he hoped to found lasted barely a dozen years. Mederon escaped the fate of his kingdom. It is said he still lives as a madman and searches the world for his lost crown."
522	item260	Archangel Wings	20000	Cloak	Misc	1	11	Artifact	20	Artifact Cloak	29	0	0	0	0	"(Feather Falling, Intellect + 40, All magic resistances + 10) When Angels fall from grace, they lose their wings. Since this is an event of extreme infrequency, angel wings are a very rare commodity. Archangel wings are almost never seen. When used as a material, they imbue the resulting item with fantastic powers."
523	item234	Snake	30000	Weapon	Sword	3d4	15	Relic	30	Relic Longsword	1	0	0	23	169	"(Slows target, Speed +100, Water Resistance -50, Personality -15) The pommel of this sword is gruesomely butted by a shrunken medusa's head. Though greatly diminished, the medusa's power flows along Snake's blade and into its targets--a good design, but poorly implemented, for some of the negative energies flow into the sword's wielder as well."
524	item333	Havoc	30000	Weapon	Sword	3d3	18	Relic	30	Relic Longsword	1	0	0	15	136	"(Speed +70, Accuracy +70, Armor Class -20) Havoc's enchantment makes it able to readily defeat any target's defenses. Unfortunately, its aggressive spirit makes it indifferent to parrying movements."
525	item334	Finality	30000	Weapon2	Sword	4d5	19	Relic	30	Relic Two-Handed Sword	2	0	0	17	161	"(20-40 points of Fire damage, Slow, Speed -20, Accuracy +120) When the arch assassin, Demetri Razen was finally brought to justice, it was found that his skin was granted unusual hardness by a permanent enchantment. Normal blades would not cut him, so Finality was forged to deliver the death blow sentenced by the Enrothian courts. "
526	item248	Hell's Cleaver	30000	Weapon	Axe	4d2	14	Relic	30	Relic Axe	7	0	0	24	124	"(Might + 70, Accuracy +70, Personality -50, Intellect -50) So called because of its power to demonize its wielder, nevertheless, there are many who would willingly pay the price for the power offered by ""Hell's Cleaver."""
527	item242	Spiritslayer	30000	Weapon1or2	Spear	1d9	16	Relic	30	Relic Spear	9	0	0	17	124	"(Vampiric, Might +80, Luck -40) Many under the rule of Luthiner the Severe saw the existence of his spear Spiritslayer as proof of the existence of evil. The injuries caused by the spear go beyond the physical as Spiritslayer takes a strike as an opportunity to drink its target's very essence."
528	item244	Trident of Rulership	30000	Weapon1or2	Spear	2d6	16	Relic	30	Relic Spear	9	0	0	20	133	"(Water Breathing, +140 Water Resistance, -40 Fire Resistance) The Trident of Rulership was never meant to be on dry land, yet when the once mighty, ocean to ocean, Triton empire collapsed, many of its greatest artifacts including those of its royal treasure were looted and made their way to the surface."
529	item238	Blade of Mercy	30000	Weapon	Dagger	2d2	15	Relic	30	Relic Dagger	5	0	0	17	84	"(Might +100, Accuracy +100, 8-20 points Electrical damage, Necromancer) Though generally considered unfashionable among current necromantic customs, live sacrifice was once widely practiced. To reduce the cruelty inflicted on his victims, the Necromancer Ferredine the Merciful created a blade capable of bringing about a quicker and less suffered end."
530	item335	Staff of Elements	30000	Weapon2	Staff	2d4	4	Relic	30	Relic Staff	17	0	0	34	108	"(of Air Magic, of Fire Magic, of Water Magic, of Earth Magic, -40 Armor Class) By imposing upon its wielder a deepened state of concentration, the Staff of Elements increases his or her affinity with elemental magic to a profound degree. Of course, it is not always a good thing to have one's attention taken away from one's immediate concerns."
531	item336	Tournament Bow	30000	Missile	Bow	6d2	14	Relic	30	Relic Bow	12	0	0	19	87	"(Accuracy +100, Bow skill + 5, Armor Class -20) This bow was built to the specifications of the great Elven tournament archer, Terin Tourfeather. More concerned with fancy shooting than with the realities of the battlefield, the bow's detrimental effects were of no concern to Tourfeather--more workaday wielders should pay more heed."
532	item246	Lightning Crossbow	30000	Missile	Bow	5d2	15	Relic	30	Relic Crossbow	13	0	0	36	87	"(Swift, Might +60, Speed +60,  Dark Elf) An ingenious combination of the mechanical and magical went into the creation of this self-cocking crossbow which launches its quarrels with incredible force. That the same launching force causes it to kick like a mule means only the most skilled can use it to any good effect."
533	item337	Last Stage Cuirass	30000	Armor	Leather	3	18	Relic	30	Relic Leather Armor	20	0	0	0	0	"(Personality +140, Intellect +140, -100 Mind and Body resistances) The final stage of degeneration from their human form leaves a Lich completely soulless and thus immune to certain magics. Such liches often curse their personal items with vulnerabilities to these magics to dissuade others from using them."
534	item255	Herondale's Lost Shield	30000	Shield	Shield	2	14	Relic	30	Relic Small Shield	24	0	0	61	52	"(Immune to Fear, Stone, Paralysis, and Sleep; Endurance +50, Luck -15) The great knight Gerrald Herondale abandoned this shield after it took the brunt of a dark and deadly curse. Though it still retained its great powers, the shield was also weighed down with malevolent energies."
535	item338	Ring of Fusion	30000	Ring	Misc	0	0	Relic	30	Relic Ring	32	0	0	0	0	"(of Water, Alchemy skill + 5, Intellect +60, Endurance -20) A lost relic of the Freehaven Alchemists' Guild, until its disappearance, this ring was the signet of the guildmaster. It was meant to be worn only during the mixing of the most powerful potions for it drew much energy from the user."
536	item115	Lucky Hat	30000	Helm	Misc	0	0	Relic	30	Relic Hat	26	0	0	0	0	"(Luck + 100, Personality -50) The only reason someone would wear this hat is for the luck it conveys. It is the farthest thing from flattering!"
537	item339	Berserker Belt	30000	Belt	Misc	0	0	Relic	30	Relic Belt	28	0	0	0	0	"(Might +120, Immune to Fear, Accuracy -30, Armor Class -15) An experiment of the Blackshire Artificers' Guild, this belt was designed to turn its wearer into the perfect warrior--mighty and fearless. No more were made when in field tests it became apparent that ""foolhardy"" and ""careless"" were not virtues of the perfect warrior."
538	item340	Mace of the Sun	12000	Weapon	Mace	3d4	9	Special	0	Special Mace	14	Elemental Slaying	0	33	124	"Though at first it appears to be the same type of mace carried by Sun Temple clerics everywhere, this item seems to thrum with conflicting energies."
539	item341	Ebonest	0	Weapon1or2	Spear	2d9	13	Special	0	Special Spear	9	Dragon Slaying	0	17	139	"Quest Item: Charles Quixote's personal spear of Dragon slaying, Ebonest is a fine weapon indeed. When used against a Dragon, it seems to aim unerringly for the chinks between its target's tough scales."
540	item342	Sword of Whistlebone	0	Weapon2	Sword	4d5	12	Special	0	Special Two-Handed Sword	2	Dragon Slaying	0	17	159	Quest Item: That the Whistlebones would settle upon such a fierce weapon for their heirloom speaks much of their commitment to the family business of Dragon hunting.
